Annee_Gestion;Scenario;Etang;Nb_Jours_Total;Jours_Rempli_Plus_80;Jours_Moins_15_Pourcent;Volume_Ruissele_m3;Volume_Evapore_m3;Volume_Sortant_m3;Taux_Renouvellement;CR_Annuel_Global;Nb_Jours_Avec_Sonde;RMSE_Volume_m3;Nb_Orages_Valides;CR_Terrain_Moyen;CR_Modele_Moyen;Biais_CR
2020-2021;L0.05_Pant5_CN_base_20260519;CHANTEMERLE;365;43;88;31847;25372;32147;0.92;13.6;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant5_CN_base_20260519;CHANTEMERLE;365;84;245;11808;12497;50550;0.34;8.2;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant5_CN_base_20260519;CHANTEMERLE;365;0;365;6116;40;4961;0.18;3.9;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant5_CN_base_20260519;CHANTEMERLE;366;61;284;42078;21449;64723;1.21;16.9;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant5_CN_base_20260519;CHANTEMERLE;365;0;365;20966;4;20970;0.61;10.9;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant5_CN_base_20260519;CORVEYZIEUX;365;280;77;12952;-808;195352;0.06;6.1;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant5_CN_base_20260519;CORVEYZIEUX;366;60;10;9238;38405;248377;0.04;3.9;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant5_CN_base_20260519;CORVEYZIEUX;365;280;12;16046;72299;504729;0.07;5.6;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant5_CN_base_20260519;CORVEYZIEUX;365;312;7;13933;67194;394898;0.06;5;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant5_CN_base_20260519;CORVEYZIEUX;365;61;294;22306;26823;609128;0.1;10.9;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant5_CN_base_20260519;CORVEYZIEUX;366;136;80;23332;34219;97895;0.11;8.9;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant5_CN_base_20260519;CORVEYZIEUX;365;60;8;6672;-14859;355989;0.03;3.6;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant5_CN_base_20260519;CORVEYZIEUX;365;0;16;10436;8600;133823;0.05;4.7;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant5_CN_base_20260519;CORVEYZIEUX;365;0;16;8176;-5401;137753;0.04;3.9;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant5_CN_base_20260519;CORVEYZIEUX;366;0;301;13462;19381;357067;0.06;6.8;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant5_CN_base_20260519;CORVEYZIEUX;365;114;80;43416;50580;164479;0.2;14.4;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant5_CN_base_20260519;CORVEYZIEUX;365;304;6;11631;-28706;501754;0.05;6.2;51;27552;0;NA;NA;NA
2022-2023;L0.05_Pant5_CN_base_20260519;CORVEYZIEUX;365;0;12;5438;-1083;198147;0.03;2.7;365;47154;5;24.5;0.6;-23.8
2023-2024;L0.05_Pant5_CN_base_20260519;CORVEYZIEUX;366;138;9;42911;78644;442017;0.2;13.4;366;67679;8;37.7;15.6;-22.1
2024-2025;L0.05_Pant5_CN_base_20260519;CORVEYZIEUX;365;327;6;17492;26867;496152;0.08;7.1;365;38835;5;47.1;4.1;-43
2010-2011;L0.05_Pant5_CN_base_20260519;FOUR;365;0;314;7063;11815;146627;0.08;5.4;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant5_CN_base_20260519;FOUR;366;0;84;5056;30109;3771;0.06;3.5;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant5_CN_base_20260519;FOUR;365;272;11;8719;56748;144444;0.1;5;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant5_CN_base_20260519;FOUR;365;264;21;7600;52816;118084;0.09;4.4;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant5_CN_base_20260519;FOUR;365;237;8;11414;-1760;111490;0.13;9.1;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant5_CN_base_20260519;FOUR;366;0;316;15602;14737;106490;0.18;9.7;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant5_CN_base_20260519;FOUR;365;208;62;4433;-17018;13286;0.05;3.9;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant5_CN_base_20260519;FOUR;365;0;41;5733;7795;54981;0.06;4.3;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant5_CN_base_20260519;FOUR;365;0;38;4392;-3159;24347;0.05;3.4;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant5_CN_base_20260519;FOUR;366;0;49;5810;-5361;78547;0.07;4.8;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant5_CN_base_20260519;FOUR;365;0;350;30508;23128;118826;0.35;16.5;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant5_CN_base_20260519;FOUR;365;181;61;8187;-28924;45312;0.09;7.2;51;11604;0;NA;NA;NA
2022-2023;L0.05_Pant5_CN_base_20260519;FOUR;365;0;26;2936;569;37555;0.03;2.4;365;26814;7;20.4;0.2;-20.2
2023-2024;L0.05_Pant5_CN_base_20260519;FOUR;366;202;23;24468;62093;138849;0.28;12.5;81;27632;3;39.3;10.2;-29.1
2024-2025;L0.05_Pant5_CN_base_20260519;FOUR;365;44;311;14637;21196;205521;0.17;9.7;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant5_CN_base_20260519;FRENE;365;305;2;16210;5169;219283;0.59;7.1;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant5_CN_base_20260519;FRENE;366;355;3;15721;9775;74295;0.57;6.2;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant5_CN_base_20260519;FRENE;365;357;2;26497;18518;270248;0.97;8.6;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant5_CN_base_20260519;FRENE;365;352;6;22951;17220;182043;0.84;7.6;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant5_CN_base_20260519;FRENE;365;276;6;28599;-743;109536;1.04;13;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant5_CN_base_20260519;FRENE;366;321;2;28814;12829;111995;1.05;10.2;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant5_CN_base_20260519;FRENE;365;251;2;11600;-3840;189352;0.42;5.8;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant5_CN_base_20260519;FRENE;365;234;10;16653;2135;67384;0.61;7;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant5_CN_base_20260519;FRENE;365;267;9;14271;-1491;52352;0.52;6.4;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant5_CN_base_20260519;FRENE;366;60;303;17360;3902;98611;0.63;8.1;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant5_CN_base_20260519;FRENE;365;297;65;51984;12762;120326;1.9;16;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant5_CN_base_20260519;FRENE;365;268;2;18362;-7388;244533;0.67;9.2;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant5_CN_base_20260519;FRENE;365;279;8;9482;-157;76911;0.35;4.4;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant5_CN_base_20260519;FRENE;366;309;8;59426;20156;196772;2.17;17.2;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant5_CN_base_20260519;FRENE;365;35;302;29435;6704;266400;1.08;11.1;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant5_CN_base_20260519;GRAND ETANG LA ROUE;365;5;279;18014;19218;81721;0.21;4.5;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant5_CN_base_20260519;GRAND ETANG LA ROUE;366;0;121;16235;23368;3810;0.19;3.6;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant5_CN_base_20260519;GRAND ETANG LA ROUE;365;0;47;28013;48566;77896;0.32;5.1;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant5_CN_base_20260519;GRAND ETANG LA ROUE;365;0;34;24162;45950;64155;0.28;4.5;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant5_CN_base_20260519;GRAND ETANG LA ROUE;365;17;131;35866;15038;91337;0.42;9.2;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant5_CN_base_20260519;GRAND ETANG LA ROUE;366;0;301;37271;17346;54616;0.43;7.5;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant5_CN_base_20260519;GRAND ETANG LA ROUE;365;0;365;13392;1844;11280;0.16;3.8;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant5_CN_base_20260519;GRAND ETANG LA ROUE;365;0;124;18027;7195;10744;0.21;4.3;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant5_CN_base_20260519;GRAND ETANG LA ROUE;365;0;274;14249;4536;26632;0.17;3.6;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant5_CN_base_20260519;GRAND ETANG LA ROUE;366;0;287;18265;15083;41601;0.21;4.8;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant5_CN_base_20260519;GRAND ETANG LA ROUE;365;51;59;63226;52518;46562;0.73;11;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant5_CN_base_20260519;GRAND ETANG LA ROUE;365;72;278;22881;12001;106400;0.27;6.5;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant5_CN_base_20260519;GRAND ETANG LA ROUE;365;0;365;11576;55;11631;0.13;3;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant5_CN_base_20260519;GRAND ETANG LA ROUE;366;24;103;87131;22658;61495;1.01;14.3;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant5_CN_base_20260519;GRAND ETANG LA ROUE;365;42;62;30817;18123;81459;0.36;6.6;154;37653;6;35.8;13.6;-22.2
2010-2011;L0.05_Pant5_CN_base_20260519;GRAND RONZUEL;365;0;48;5992;29364;203662;0.04;4.8;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant5_CN_base_20260519;GRAND RONZUEL;366;0;73;5960;57096;50066;0.04;4.3;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant5_CN_base_20260519;GRAND RONZUEL;365;0;294;19399;50060;224761;0.13;11.5;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant5_CN_base_20260519;GRAND RONZUEL;365;0;365;22912;884;142833;0.15;13.9;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant5_CN_base_20260519;GRAND RONZUEL;365;0;162;28705;-24278;67030;0.19;23.7;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant5_CN_base_20260519;GRAND RONZUEL;366;23;73;11985;80327;78886;0.08;7.7;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant5_CN_base_20260519;GRAND RONZUEL;365;0;292;4287;39770;179085;0.03;3.9;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant5_CN_base_20260519;GRAND RONZUEL;365;0;365;17063;6286;47873;0.11;13.2;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant5_CN_base_20260519;GRAND RONZUEL;365;0;365;13413;1031;48712;0.09;10.9;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant5_CN_base_20260519;GRAND RONZUEL;366;0;170;12417;-8683;51405;0.08;10.6;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant5_CN_base_20260519;GRAND RONZUEL;365;49;63;22062;114941;79378;0.15;12.4;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant5_CN_base_20260519;GRAND RONZUEL;365;39;135;7376;7714;221780;0.05;6.7;51;80445;0;NA;NA;NA
2022-2023;L0.05_Pant5_CN_base_20260519;GRAND RONZUEL;365;0;365;6626;28434;78382;0.04;5.6;179;31542;1;1.2;0;-1.2
2023-2024;L0.05_Pant5_CN_base_20260519;GRAND RONZUEL;366;76;101;52015;53008;114459;0.35;27.5;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant5_CN_base_20260519;GRAND RONZUEL;365;28;19;11086;39555;210174;0.07;7.6;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant5_CN_base_20260519;GRANGES;365;111;240;12789;8452;30003;0.63;6;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant5_CN_base_20260519;GRANGES;366;0;128;12428;8451;11910;0.61;5.2;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant5_CN_base_20260519;GRANGES;365;78;246;22650;11257;45864;1.12;7.9;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant5_CN_base_20260519;GRANGES;365;0;140;19570;5517;12019;0.96;6.9;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant5_CN_base_20260519;GRANGES;365;78;86;24097;5474;42638;1.19;11.7;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant5_CN_base_20260519;GRANGES;366;103;26;23680;12067;22540;1.17;9;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant5_CN_base_20260519;GRANGES;365;64;246;9562;4824;27592;0.47;5.1;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant5_CN_base_20260519;GRANGES;365;52;124;13719;-2062;4276;0.68;6.2;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant5_CN_base_20260519;GRANGES;365;0;207;11182;2707;15627;0.55;5.3;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant5_CN_base_20260519;GRANGES;366;39;209;13205;6753;24639;0.65;6.6;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant5_CN_base_20260519;GRANGES;365;71;272;45417;10501;56880;2.24;15;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant5_CN_base_20260519;GRANGES;365;0;349;16522;-1124;15398;0.81;8.8;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant5_CN_base_20260519;GRANGES;365;0;311;7971;7447;15418;0.39;4;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant5_CN_base_20260519;GRANGES;366;0;366;57880;102;57981;2.85;18;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant5_CN_base_20260519;GRANGES;365;0;365;25140;3;25143;1.24;10.1;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant5_CN_base_20260519;LECHERE;365;0;165;5281;6372;21619;0.21;6;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant5_CN_base_20260519;LECHERE;366;0;120;5140;9795;6022;0.2;5.3;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant5_CN_base_20260519;LECHERE;365;0;303;11442;4418;26587;0.45;9.7;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant5_CN_base_20260519;LECHERE;365;0;115;8143;11704;5377;0.32;7.1;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant5_CN_base_20260519;LECHERE;365;0;67;9965;2476;26911;0.39;11.8;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant5_CN_base_20260519;LECHERE;366;0;83;9780;13569;11291;0.39;9;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant5_CN_base_20260519;LECHERE;365;0;235;3754;3754;18165;0.15;4.9;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant5_CN_base_20260519;LECHERE;365;0;365;7609;-199;8811;0.3;8.4;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant5_CN_base_20260519;LECHERE;365;0;151;5026;2300;4019;0.2;5.9;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant5_CN_base_20260519;LECHERE;366;0;163;5455;4247;12187;0.22;6.7;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant5_CN_base_20260519;LECHERE;365;51;78;17302;18988;16049;0.68;13.9;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant5_CN_base_20260519;LECHERE;365;51;165;6152;3351;30565;0.24;8;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant5_CN_base_20260519;LECHERE;365;0;365;4035;2791;6826;0.16;4.9;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant5_CN_base_20260519;LECHERE;366;90;90;25088;11144;19466;0.99;19;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant5_CN_base_20260519;LECHERE;365;25;77;9097;6724;28864;0.36;8.9;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant5_CN_base_20260519;LECHERE DU FRAYET;365;0;279;3844;13989;41603;0.07;5.6;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant5_CN_base_20260519;LECHERE DU FRAYET;366;0;120;3106;17010;2776;0.06;4;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant5_CN_base_20260519;LECHERE DU FRAYET;365;0;46;5031;35352;40496;0.1;5.4;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant5_CN_base_20260519;LECHERE DU FRAYET;365;0;280;7312;14547;39085;0.14;8;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant5_CN_base_20260519;LECHERE DU FRAYET;365;0;230;11540;915;12454;0.22;17.3;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant5_CN_base_20260519;LECHERE DU FRAYET;366;0;70;5983;26915;17267;0.11;7;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant5_CN_base_20260519;LECHERE DU FRAYET;365;0;281;2709;11548;29888;0.05;4.5;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant5_CN_base_20260519;LECHERE DU FRAYET;365;0;144;3417;2567;2718;0.07;4.8;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant5_CN_base_20260519;LECHERE DU FRAYET;365;0;321;2531;11215;12489;0.05;3.7;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant5_CN_base_20260519;LECHERE DU FRAYET;366;0;332;4634;13286;22443;0.09;7.2;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant5_CN_base_20260519;LECHERE DU FRAYET;365;0;111;15238;24466;10378;0.29;15.6;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant5_CN_base_20260519;LECHERE DU FRAYET;365;0;148;3662;8769;41757;0.07;6;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant5_CN_base_20260519;LECHERE DU FRAYET;365;0;356;2618;10007;12625;0.05;4;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant5_CN_base_20260519;LECHERE DU FRAYET;366;0;366;26915;1291;28206;0.52;25.8;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant5_CN_base_20260519;LECHERE DU FRAYET;365;0;190;7586;513;6461;0.15;9.4;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant5_CN_base_20260519;LES RAGES;365;107;62;10266;3063;11302;0.76;6.4;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant5_CN_base_20260519;LES RAGES;366;43;121;10293;6100;18421;0.76;5.8;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant5_CN_base_20260519;LES RAGES;365;0;365;19129;58;19187;1.42;8.9;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant5_CN_base_20260519;LES RAGES;365;0;322;16399;1790;14369;1.21;7.8;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant5_CN_base_20260519;LES RAGES;365;246;59;19248;3572;26640;1.42;12.5;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant5_CN_base_20260519;LES RAGES;366;179;74;19289;9962;29251;1.43;9.8;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant5_CN_base_20260519;LES RAGES;365;0;102;7477;1419;8896;0.55;5.4;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant5_CN_base_20260519;LES RAGES;365;0;365;12329;174;12503;0.91;7.5;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant5_CN_base_20260519;LES RAGES;365;0;365;10074;0;10074;0.75;6.4;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant5_CN_base_20260519;LES RAGES;366;0;366;11939;422;11747;0.88;8;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant5_CN_base_20260519;LES RAGES;365;274;34;33461;9732;37693;2.48;14.8;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant5_CN_base_20260519;LES RAGES;365;210;59;12050;1649;19814;0.89;8.6;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant5_CN_base_20260519;LES RAGES;365;0;129;6058;2926;8300;0.45;4;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant5_CN_base_20260519;LES RAGES;366;257;79;40504;13360;53853;3;16.8;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant5_CN_base_20260519;LES RAGES;365;205;85;17813;6701;24517;1.32;9.6;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant5_CN_base_20260519;LIGNIERE;365;2;27;134;33653;198127;0;3.5;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant5_CN_base_20260519;LIGNIERE;366;296;26;130;63916;232253;0;3;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant5_CN_base_20260519;LIGNIERE;365;323;19;228;117219;646450;0;4.4;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant5_CN_base_20260519;LIGNIERE;365;322;20;199;106895;468386;0;3.9;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant5_CN_base_20260519;LIGNIERE;365;271;19;312;-1733;696718;0;8.3;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant5_CN_base_20260519;LIGNIERE;366;0;25;278;81775;228244;0;5.8;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant5_CN_base_20260519;LIGNIERE;365;251;30;92;-20551;262066;0;2.7;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant5_CN_base_20260519;LIGNIERE;365;23;25;152;17976;207857;0;3.8;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant5_CN_base_20260519;LIGNIERE;365;0;29;113;-1396;138259;0;3;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant5_CN_base_20260519;LIGNIERE;366;252;29;156;-15113;295999;0;4.3;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant5_CN_base_20260519;LIGNIERE;365;0;329;21772;18234;401551;0.08;396.2;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant5_CN_base_20260519;LIGNIERE;365;234;60;3422;-57120;286655;0.01;100.7;51;20112;0;NA;NA;NA
2022-2023;L0.05_Pant5_CN_base_20260519;LIGNIERE;365;213;28;76;1552;166508;0;2.1;365;73299;1;37.3;0;-37.3
2023-2024;L0.05_Pant5_CN_base_20260519;LIGNIERE;366;298;17;677;125813;536381;0;11.6;366;54912;0;NA;NA;NA
2024-2025;L0.05_Pant5_CN_base_20260519;LIGNIERE;365;289;21;261;44770;559667;0;5.8;365;32969;0;NA;NA;NA
2010-2011;L0.05_Pant5_CN_base_20260519;LONGEVAVRE;365;93;260;9307;15362;57703;0.2;8.9;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant5_CN_base_20260519;LONGEVAVRE;366;0;100;9272;16687;13681;0.2;8;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant5_CN_base_20260519;LONGEVAVRE;365;44;262;19709;19736;107455;0.42;14;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant5_CN_base_20260519;LONGEVAVRE;365;246;116;15600;16787;29698;0.33;11.3;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant5_CN_base_20260519;LONGEVAVRE;365;99;102;15419;9190;89794;0.33;15.3;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant5_CN_base_20260519;LONGEVAVRE;366;118;32;16247;23983;24792;0.35;12.6;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant5_CN_base_20260519;LONGEVAVRE;365;46;13;6812;-6410;50524;0.15;7.5;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant5_CN_base_20260519;LONGEVAVRE;365;0;266;14402;5345;54592;0.31;13.3;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant5_CN_base_20260519;LONGEVAVRE;365;0;344;9703;1014;9264;0.21;9.5;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant5_CN_base_20260519;LONGEVAVRE;366;0;63;9203;-4594;29437;0.2;9.4;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant5_CN_base_20260519;LONGEVAVRE;365;222;39;26526;30752;57026;0.57;17.9;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant5_CN_base_20260519;LONGEVAVRE;365;241;13;10357;-12311;71480;0.22;11.3;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant5_CN_base_20260519;LONGEVAVRE;365;0;240;5617;8360;34620;0.12;5.7;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant5_CN_base_20260519;LONGEVAVRE;366;231;58;31829;36445;101744;0.68;20.2;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant5_CN_base_20260519;LONGEVAVRE;365;73;46;15040;11781;65359;0.32;12.4;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant5_CN_base_20260519;NEUF DE BURLAT;365;42;246;5901;7345;23404;0.27;5.1;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant5_CN_base_20260519;NEUF DE BURLAT;366;0;227;5660;3749;3433;0.26;4.4;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant5_CN_base_20260519;NEUF DE BURLAT;365;29;96;9437;14866;23551;0.43;6.1;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant5_CN_base_20260519;NEUF DE BURLAT;365;0;38;8172;13804;21485;0.37;5.4;0;NA;0;NA;NA;NA
2014-2015;L0.05_Pant5_CN_base_20260519;NEUF DE BURLAT;365;48;150;11493;7251;25962;0.52;10.3;0;NA;0;NA;NA;NA
2015-2016;L0.05_Pant5_CN_base_20260519;NEUF DE BURLAT;366;0;264;12599;5719;18318;0.57;8.8;0;NA;0;NA;NA;NA
2016-2017;L0.05_Pant5_CN_base_20260519;NEUF DE BURLAT;365;0;365;4575;1351;4708;0.21;4.6;0;NA;0;NA;NA;NA
2017-2018;L0.05_Pant5_CN_base_20260519;NEUF DE BURLAT;365;0;143;6177;2259;8359;0.28;5.2;0;NA;0;NA;NA;NA
2018-2019;L0.05_Pant5_CN_base_20260519;NEUF DE BURLAT;365;0;297;4778;6646;9555;0.22;4.2;0;NA;0;NA;NA;NA
2019-2020;L0.05_Pant5_CN_base_20260519;NEUF DE BURLAT;366;0;292;6617;8031;17814;0.3;6.1;0;NA;0;NA;NA;NA
2020-2021;L0.05_Pant5_CN_base_20260519;NEUF DE BURLAT;365;33;192;22334;6656;13215;1.02;13.6;0;NA;0;NA;NA;NA
2021-2022;L0.05_Pant5_CN_base_20260519;NEUF DE BURLAT;365;85;246;6768;7789;30332;0.31;6.7;0;NA;0;NA;NA;NA
2022-2023;L0.05_Pant5_CN_base_20260519;NEUF DE BURLAT;365;0;317;3184;7519;9992;0.15;2.9;0;NA;0;NA;NA;NA
2023-2024;L0.05_Pant5_CN_base_20260519;NEUF DE BURLAT;366;63;95;24756;17169;33307;1.13;14.2;0;NA;0;NA;NA;NA
2024-2025;L0.05_Pant5_CN_base_20260519;NEUF DE BURLAT;365;71;92;10163;5522;23639;0.46;7.6;0;NA;0;NA;NA;NA
2010-2011;L0.05_Pant5_CN_base_20260519;ONDONNIERE;365;0;340;7201;9268;109193;0.1;25.2;0;NA;0;NA;NA;NA
2011-2012;L0.05_Pant5_CN_base_20260519;ONDONNIERE;366;0;94;2242;35763;3177;0.03;7;0;NA;0;NA;NA;NA
2012-2013;L0.05_Pant5_CN_base_20260519;ONDONNIERE;365;246;44;3717;57775;163550;0.05;9.7;0;NA;0;NA;NA;NA
2013-2014;L0.05_Pant5_CN_base_20260519;ONDONNIERE;365;188;30;3230;53171;71811;0.04;8.6;0;NA;0;NA;NA;NA
